,id,belongs_to_collection_True,budget,language_enc,popularity,year,month,count_genre,count_country,count_company,count_splang,count_cast,count_crew,count_staff,count_keyword,castWt,prodcoWt,keywordWt,crewWt,teamWt,inEnglish
1912,1913,0,0,8,7.131568,2010,10,1,2,6,4,52,17,69,4,1210,98,62,313,1621,0
2593,2594,1,25000000,0,3.372523,1993,1,1,2,1,2,15,4,19,0,256,4,0,63,323,1
2031,2032,0,2000000,0,0.632261,1938,5,3,1,1,1,28,11,39,3,634,0,51,204,838,1
1100,1101,0,0,8,0.48139399999999993,1991,12,1,1,1,1,24,8,32,8,605,12,142,187,804,0
1292,1293,0,45000000,0,6.922458,1998,1,4,2,3,2,15,82,97,4,313,31,94,1971,2315,1
2875,2876,0,1500000,0,6.407207,2009,3,3,1,2,3,13,15,28,11,283,42,193,365,690,1
168,169,1,5000000,0,6.501176999999999,1975,5,3,1,4,1,23,20,43,5,518,54,79,490,1062,1
2376,2377,0,2300000,0,1.9700540000000002,2008,7,3,1,1,1,12,4,16,0,276,12,0,86,374,0
1467,1468,1,35000000,0,11.736241,1990,11,3,1,4,1,38,83,121,5,781,41,67,1919,2741,1
2766,2767,0,25000000,0,8.9256,2000,12,3,2,3,2,22,38,60,5,335,42,75,636,1013,1
1398,1399,0,55000000,0,12.202063,1996,8,3,1,2,1,10,21,31,10,177,20,277,408,605,1
1228,1229,0,20000000,0,6.612175,2007,8,4,1,5,1,14,63,77,12,269,61,222,1395,1725,1
2234,2235,0,9000000,0,1.818296,2010,5,1,1,3,1,5,1,6,5,90,50,98,20,160,1
1738,1739,0,0,0,9.64078,1992,12,1,1,1,1,6,14,20,4,89,1,54,279,369,1
367,368,1,0,4,8.150265,1999,2,4,1,4,2,20,12,32,10,452,71,172,216,739,0
2275,2276,0,10000000,0,11.119593,2007,5,2,3,4,1,14,22,36,11,295,51,164,470,816,1
867,868,0,0,0,1.404434,1991,11,2,1,3,1,19,8,27,13,422,32,213,160,614,1
1302,1303,0,44000000,0,4.393576,1980,11,4,1,2,5,23,12,35,8,448,13,117,195,656,1
351,352,1,7200000,0,12.00491,1971,12,3,2,3,2,24,19,43,19,496,39,374,413,948,1
2394,2395,1,35000000,0,9.576744999999999,2001,3,4,1,3,2,16,55,71,6,274,33,87,1148,1455,1
2503,2504,1,0,0,11.457485,1985,7,3,1,1,1,20,6,26,9,410,10,174,105,525,1
979,980,0,0,0,1.184009,1987,11,2,0,0,0,4,1,5,6,71,0,94,10,81,0
1847,1848,0,0,0,0.5404359999999999,1995,9,1,1,0,1,19,5,24,3,436,0,32,101,537,1
2370,2371,1,150000000,0,7.739903999999999,2012,3,1,2,5,1,18,31,49,11,362,76,206,737,1175,1
498,499,0,0,0,0.91505,2006,9,1,0,0,1,3,2,5,0,79,0,0,14,93,1
1628,1629,1,1800000,0,6.694959,1971,10,3,1,3,2,20,33,53,11,431,46,165,694,1171,1
210,211,0,22000000,0,7.145784,1997,12,2,5,2,2,21,12,33,4,479,24,35,248,751,1
2470,2471,1,2500000,0,3.0844259999999997,1979,8,3,1,2,1,22,16,38,3,417,3,52,281,701,1
601,602,0,12000000,0,7.607052,2015,9,2,1,1,1,36,21,57,0,822,10,0,509,1341,1
227,228,0,7500000,0,8.593196,2009,10,2,2,1,1,29,7,36,12,615,8,226,129,752,1
365,366,0,7000,0,7.15307,2004,10,3,1,1,1,19,6,25,9,410,4,154,139,553,1
581,582,0,0,0,6.785735000000001,2014,10,2,1,2,1,25,15,40,5,605,11,94,328,944,1
2855,2856,0,6000,0,5.283661,1998,9,3,1,2,1,15,10,25,9,387,30,131,133,550,1
2178,2179,0,20000000,0,6.372278,2003,9,3,1,3,1,27,14,41,9,566,55,129,205,826,1
2018,2019,1,170000000,0,53.291601,2014,7,3,2,4,1,80,105,185,9,1754,62,181,3004,4820,1
859,860,0,13000000,0,5.532019999999999,1988,9,3,2,3,1,18,22,40,21,418,33,400,433,884,1
407,408,0,19000000,0,7.923639,1997,10,1,2,4,1,22,19,41,5,377,58,90,371,806,1
1920,1921,0,12000000,0,9.363482000000001,2015,1,2,1,4,1,16,28,44,4,444,49,61,751,1244,1
1613,1614,0,50000000,0,9.930325999999999,2003,2,3,3,5,2,125,52,177,12,3308,50,203,1135,4493,1
678,679,0,0,0,7.174869,2011,2,3,1,3,1,12,3,15,7,204,35,138,88,327,1
1264,1265,0,60000000,0,11.328316000000001,2009,4,1,1,6,1,12,21,33,5,227,82,71,470,779,1
2407,2408,0,0,0,1.132307,1993,4,3,1,2,1,9,15,24,0,191,18,0,331,540,1
691,692,0,35000000,0,5.370818,2003,9,6,2,3,1,10,85,95,15,210,49,257,2094,2353,1
7,8,0,0,0,1.9490439999999998,2004,1,1,0,0,2,4,1,5,7,104,0,121,23,127,1
2867,2868,0,100000,0,1.731527,2010,2,3,2,1,1,1,2,3,2,3,4,11,22,29,1
1204,1205,0,0,0,4.912294999999999,1987,7,1,1,1,1,14,12,26,9,293,0,161,250,543,1
2233,2234,0,30000000,0,14.313079,2010,2,3,1,1,2,23,11,34,10,485,10,163,211,706,1
415,416,0,60000000,0,14.039654999999998,1999,6,4,2,4,1,16,23,39,18,319,50,289,537,906,1
670,671,0,2650000,0,4.471515,1962,7,1,1,1,1,49,21,70,11,1129,8,195,460,1597,1
810,811,0,42000000,0,9.874042999999999,1999,5,3,2,4,2,27,11,38,15,425,46,238,139,610,1
1089,1090,0,0,0,10.444048,2015,5,1,1,2,1,12,27,39,7,247,19,126,602,868,1
199,200,0,12600000,0,11.695036,2014,9,2,1,2,1,22,49,71,16,534,17,263,1308,1859,1
283,284,0,19000000,4,4.249948000000001,2008,1,1,1,7,1,22,8,30,12,468,113,168,166,747,0
231,232,0,800000,0,0.941994,1993,10,2,1,2,1,9,13,22,1,215,35,9,291,541,1
2730,2731,0,7000000,0,7.436758,1993,5,2,3,4,2,15,7,22,22,292,62,377,134,488,1
2861,2862,0,47000000,0,7.586577,1996,6,3,1,1,1,17,11,28,5,309,4,68,255,568,1
96,97,0,2500000,4,2.942355,2011,11,4,1,6,1,9,10,19,0,193,103,0,266,562,0
1587,1588,1,30000000,0,8.032638,1991,1,3,3,1,1,15,5,20,3,336,6,45,105,447,1
2569,2570,0,12000000,0,11.516964999999999,1988,3,5,1,2,1,6,14,20,5,114,19,68,260,393,1
1606,1607,0,11000000,0,12.293202,2015,5,1,5,3,2,15,17,32,8,399,66,142,416,881,1
676,677,1,28000000,0,13.570264000000002,2013,7,3,2,2,1,22,18,40,6,540,18,99,446,1004,1
1860,1861,0,6500000,0,2.12989,1981,4,3,1,2,1,10,14,24,3,203,25,69,250,478,1
2781,2782,0,7300,0,0.137676,1998,10,3,1,0,1,15,9,24,0,287,0,0,148,435,1
2863,2864,0,24000000,0,4.347608999999999,1999,12,2,1,1,2,24,3,27,1,444,10,7,49,503,1
2587,2588,0,30000000,0,5.025475,2006,9,4,1,1,1,16,12,28,6,321,0,112,263,584,1
1399,1400,0,50000000,0,16.075615,2016,5,4,2,6,1,23,23,46,12,459,143,172,472,1074,1
1370,1371,0,16000000,0,6.62363,2008,9,3,1,1,1,11,1,12,3,210,0,54,11,221,1
104,105,1,0,13,1.590383,2014,2,1,1,4,1,16,11,27,0,336,80,0,263,679,0
2087,2088,0,5000000,0,8.698042999999998,2013,9,1,1,5,1,10,43,53,5,224,72,105,1141,1437,1
599,600,0,35000000,0,13.542675,2013,2,2,2,5,2,22,25,47,2,560,85,35,562,1207,1
1756,1757,0,0,11,1.528202,2016,8,3,2,2,2,9,7,16,5,237,44,97,205,486,0
1323,1324,0,0,0,1.9350060000000002,1994,10,2,1,1,1,8,14,22,0,162,0,0,345,507,1
642,643,0,39000000,0,7.830087,1988,6,2,1,2,1,14,12,26,8,261,3,133,229,493,1
700,701,0,25000000,0,7.409178999999999,1986,12,3,1,2,1,17,15,32,27,344,36,524,309,689,1
226,227,0,50000000,0,7.668829,2011,2,4,1,5,1,51,70,121,10,1113,62,212,1665,2840,1
1697,1698,0,0,0,5.8603190000000005,1992,1,3,2,3,1,12,6,18,4,244,45,48,122,411,1
1010,1011,0,35000000,0,17.310647,2015,7,1,1,4,1,34,22,56,2,780,33,29,538,1351,1
1572,1573,0,9100000,1,4.23908,2008,12,4,1,1,1,12,8,20,2,298,21,29,173,492,0
776,777,0,130000000,0,9.566135000000001,2008,11,1,3,5,2,45,101,146,11,1072,69,222,2172,3313,1
1730,1731,0,4000000,8,10.067238,2017,1,4,2,4,1,10,4,14,5,268,70,94,96,434,0
2826,2827,0,1500000,0,4.877872,1995,7,2,1,1,1,16,10,26,2,455,0,16,216,671,1
2228,2229,0,12000000,0,11.283472,2002,8,2,3,4,3,14,27,41,4,276,50,76,515,841,1
2794,2795,0,8500000,0,8.592449,2015,2,2,1,3,1,16,49,65,8,364,30,124,1259,1653,1
464,465,0,3000000,0,2.4282790000000003,1990,4,3,1,2,1,4,2,6,4,103,26,68,36,165,1
2651,2652,0,0,0,3.918878,1959,12,3,1,1,2,21,24,45,9,432,6,152,480,918,1
1093,1094,1,6000000,0,41.109264,1972,3,2,1,2,3,58,42,100,12,1181,4,221,843,2028,1
1271,1272,0,120000,0,1.62632,2000,9,4,1,0,1,8,2,10,0,139,0,0,43,182,1
2923,2924,0,8500000,0,9.292099,1986,6,3,1,3,1,23,14,37,5,385,44,52,229,658,1
1580,1581,0,1300000,0,6.636872,1951,12,3,2,3,3,8,14,22,20,132,22,246,278,432,1
1207,1208,1,23000000,0,9.327986,1987,7,2,1,1,1,30,18,48,13,606,0,273,315,921,1
212,213,0,0,0,2.011108,1993,8,3,1,1,1,7,2,9,8,117,1,123,39,157,1
12,13,0,15000000,0,20.726578,1999,9,1,1,2,1,40,109,149,21,785,18,365,2824,3627,1
2972,2973,0,0,11,4.154861,2006,7,2,2,4,1,11,4,15,1,283,51,8,96,430,0
422,423,0,2900000,0,10.92143,2009,10,2,1,4,2,29,16,45,4,691,84,61,400,1175,1
1688,1689,0,41000000,0,12.929653,2009,3,1,1,3,1,46,82,128,3,1070,43,45,2091,3204,1
1779,1780,0,14600000,0,12.989627,1993,2,4,1,1,3,30,44,74,12,588,0,150,915,1503,1
2639,2640,0,70000000,0,7.5130669999999995,2011,1,2,1,4,1,110,36,146,11,3147,41,177,876,4064,1
2319,2320,0,1500000,0,7.081403999999999,2013,7,2,1,2,1,20,14,34,26,488,26,545,371,885,1
637,638,1,23000000,0,7.667578999999999,2008,2,3,1,3,2,13,38,51,11,290,49,174,838,1177,1
1278,1279,0,5000000,0,5.587765,1989,10,3,1,3,1,17,41,58,18,365,68,333,938,1371,1
1640,1641,0,4600000,1,4.342418,2013,7,3,1,1,1,15,21,36,14,368,8,257,633,1009,0
509,510,0,6500000,0,9.312354,2014,12,1,1,3,1,11,54,65,8,282,47,150,1621,1950,1
597,598,0,8000000,0,5.320117,2006,7,2,1,3,1,27,62,89,15,510,28,281,1512,2050,1
2712,2713,0,16000000,0,9.356587,1999,4,3,1,2,1,31,22,53,7,692,8,111,400,1100,1
2634,2635,1,0,0,0.703225,1984,1,2,1,0,2,7,3,10,0,166,0,0,56,222,0
2364,2365,0,50000000,0,9.092925,2014,8,2,1,4,1,98,81,179,4,2828,39,59,2623,5490,1
2643,2644,1,37000000,0,7.558125,2008,4,4,1,1,1,23,19,42,15,614,4,293,474,1092,1
518,519,1,149000000,0,294.337037,2017,5,3,1,7,2,0,0,0,14,0,141,237,0,141,1
2793,2794,1,68000000,0,42.061481,2015,6,1,1,5,1,105,76,181,8,2886,112,175,2208,5206,1
573,574,0,1000000,0,3.374229,2001,4,1,1,5,1,9,21,30,7,215,98,126,514,827,1
2725,2726,0,0,0,5.682405999999999,2002,9,1,1,3,1,25,1,26,10,531,39,152,7,577,1
1097,1098,1,12000000,7,2.1627810000000003,2015,4,3,1,3,1,8,8,16,0,208,56,0,187,451,0
1947,1948,0,25000000,0,1.8622150000000002,2009,10,2,1,1,2,13,1,14,5,222,9,69,15,246,1
1448,1449,0,5000000,0,7.007992999999999,2010,12,1,1,1,1,28,10,38,10,641,4,182,221,866,1
1584,1585,0,17000000,0,7.196689999999999,2009,2,2,2,2,1,15,2,17,6,343,11,57,30,384,1
2596,2597,0,850000,0,1.094395,1982,11,2,1,2,1,8,2,10,3,167,39,57,49,255,1
964,965,0,800000,5,11.322173,1966,9,3,2,2,4,8,30,38,12,219,13,196,813,1045,1
1018,1019,0,30000000,0,12.727269,2012,9,3,2,4,1,34,42,76,17,765,56,317,986,1807,1
2908,2909,0,26000000,0,14.362544,1994,3,4,1,3,1,19,7,26,18,385,37,285,161,583,1
358,359,0,75000000,0,7.970031,1998,10,3,1,4,1,19,49,68,4,435,58,72,1244,1737,1
736,737,0,8250000,0,11.840985,1951,11,3,1,1,1,76,11,87,3,1689,5,50,173,1867,1
1784,1785,0,11000000,0,10.3919,1993,12,2,1,1,1,25,3,28,6,566,0,70,33,599,1
1608,1609,1,50000000,0,17.126768,1992,5,3,2,2,1,25,47,72,21,547,27,423,1032,1606,1
259,260,0,24554,0,0.154526,1998,9,1,0,0,1,4,1,5,0,97,0,0,12,109,0
2771,2772,0,0,0,5.526865,1986,7,3,1,3,1,7,42,49,11,114,23,155,1102,1239,1
2642,2643,0,75000000,0,6.540621,2010,6,4,1,3,1,34,17,51,1,809,28,8,416,1253,1
2742,2743,0,20000000,11,8.636632,2004,2,4,2,1,1,17,19,36,7,431,0,97,472,903,0
2383,2384,1,0,4,4.471645,1970,5,2,2,3,2,19,5,24,0,406,30,0,89,525,0
1029,1030,0,53000000,0,8.657364999999999,1995,5,3,1,2,1,18,32,50,16,336,17,273,661,1014,1
2408,2409,0,16000000,0,5.857368,1991,2,3,1,2,1,9,4,13,1,188,17,12,71,276,1
969,970,1,80000000,0,14.75562,2010,8,3,1,1,2,22,111,133,13,424,7,237,2764,3195,1
2990,2991,0,0,0,1.56098,1997,3,2,0,2,1,30,20,50,6,560,18,110,419,997,1
819,820,0,1000000,0,2.678923,2001,11,3,1,1,1,8,8,16,1,135,4,9,152,291,1
2716,2717,0,0,0,1.1608319999999999,1994,2,2,1,2,1,17,8,25,0,446,33,0,174,653,1
2325,2326,0,79000000,0,9.645543,2003,12,1,4,5,1,23,89,112,5,406,45,59,1880,2331,1
456,457,0,1288000,0,8.590813,1940,4,2,1,1,2,25,37,62,17,467,10,354,723,1200,1
462,463,0,90000000,0,14.374866,1997,7,3,1,2,1,108,172,280,19,2921,31,304,3851,6803,1
2344,2345,0,60000000,0,5.460942,2006,9,6,2,4,2,16,81,97,2,323,64,31,2098,2485,1
2688,2689,1,4500000,35,8.434884,2014,3,3,1,2,4,16,23,39,7,368,16,116,444,828,1
381,382,0,74500000,0,5.3003029999999995,2004,4,3,2,5,3,15,11,26,9,251,89,159,177,517,1
1891,1892,0,5000000,0,0.8897450000000001,1987,10,2,0,1,1,14,16,30,0,336,5,0,358,699,1
1832,1833,0,1250000,4,12.74564,1972,10,2,2,3,2,12,11,23,13,236,22,202,204,462,1
2308,2309,0,1227401,0,8.319631,1991,10,2,1,1,1,15,15,30,12,281,0,169,311,592,1
1506,1507,0,0,0,0.950658,2003,10,1,1,2,1,14,7,21,1,288,24,9,167,479,1
805,806,0,14000000,0,11.535478,2012,3,1,2,11,1,18,8,26,3,388,223,52,149,760,1
2438,2439,0,6400000,0,9.57874,1986,2,2,1,1,1,24,12,36,11,411,0,184,204,615,1
756,757,0,0,11,6.188664,1993,6,4,1,1,2,16,18,34,3,474,7,44,475,956,0
2515,2516,0,6600000,0,8.151346,2014,8,1,3,3,3,12,19,31,6,217,56,92,401,674,1
1253,1254,0,0,0,1.3234219999999999,1997,4,3,0,0,1,10,11,21,1,198,0,12,227,425,1
869,870,0,31000000,0,15.672195,2006,4,1,3,8,1,35,32,67,9,801,127,153,712,1640,1
2064,2065,0,25000000,11,6.636514,2014,10,3,2,3,2,10,8,18,3,221,49,40,149,419,0
1410,1411,0,13000000,0,14.017754,2016,11,2,2,7,1,25,49,74,6,601,127,96,1279,2007,1
2360,2361,0,0,8,6.9975830000000006,2016,6,1,5,9,2,19,22,41,2,419,218,39,571,1208,0
2287,2288,0,18000000,1,1.377993,2015,5,3,1,2,1,10,31,41,6,233,21,87,827,1081,0
2858,2859,1,120000000,0,18.907948,2006,6,4,1,2,4,48,40,88,16,999,0,281,1000,1999,1
1173,1174,0,0,0,4.6018669999999995,2015,6,2,1,2,1,8,16,24,0,269,39,0,465,773,1
542,543,1,65000000,0,11.023042,1998,11,3,1,3,1,11,78,89,17,232,23,285,1960,2215,1
2104,2105,0,0,0,3.508075,1999,1,1,2,4,1,17,47,64,1,330,57,10,971,1358,1
1255,1256,0,0,5,1.62344,1975,8,1,3,2,1,13,5,18,1,243,12,14,78,333,1
1766,1767,0,0,1,0.371679,2001,7,2,1,1,1,7,6,13,5,151,11,89,134,296,0
1765,1766,0,0,0,4.290624,2009,9,1,3,4,3,21,9,30,9,516,68,148,147,731,1
1289,1290,1,0,0,7.390658,1954,3,3,1,1,1,13,18,31,16,252,6,345,392,650,1
2421,2422,0,0,4,8.260823,2003,12,1,1,1,2,13,8,21,24,243,8,387,136,387,0
2527,2528,0,4000000,0,6.430591000000001,2014,6,1,1,2,2,81,28,109,11,2416,15,195,564,2995,1
1343,1344,0,7000000,0,14.054862,1988,2,5,1,2,2,19,7,26,16,364,38,327,121,523,1
1525,1526,0,777000,0,8.152085000000001,1971,3,3,1,2,1,14,12,26,11,251,16,186,158,425,1
2894,2895,0,0,0,1.5234459999999999,1995,6,3,2,5,1,20,18,38,5,418,77,55,355,850,1
2686,2687,0,0,12,0.158207,2006,7,0,0,0,0,0,1,1,0,0,0,0,19,19,0
2194,2195,0,27000000,0,11.953822,2016,5,1,1,5,1,53,9,62,11,1280,82,210,174,1536,1
2420,2421,1,4000000,0,7.9599649999999995,2009,4,4,1,3,1,26,18,44,5,593,33,65,382,1008,1
1677,1678,0,25000000,0,8.383246,2015,8,2,2,4,2,26,26,52,6,558,66,107,645,1269,1
1286,1287,1,22000000,0,9.737907,1983,12,3,1,1,1,17,14,31,4,345,10,70,254,609,1
435,436,0,0,0,7.7457899999999995,1987,7,3,1,2,1,8,20,28,8,174,18,145,488,680,1
1727,1728,0,8000000,0,11.23915,2009,9,1,1,1,1,25,8,33,10,498,0,195,126,624,1
237,238,1,0,8,0.619347,1978,9,1,1,2,2,31,16,47,7,751,24,156,475,1250,0
2347,2348,0,25000000,0,16.816834,2016,12,1,1,3,1,60,80,140,12,1600,35,257,1983,3618,1
109,110,0,15000000,0,3.210693,1966,10,3,1,1,1,18,13,31,2,369,1,36,252,622,1
2274,2275,1,60000000,0,15.037993,2016,3,3,3,4,1,29,101,130,3,636,77,53,2532,3245,1
163,164,0,9000000,0,5.997054,1998,9,2,1,1,4,13,9,22,6,248,10,85,189,447,1
288,289,0,24000000,0,11.269558,2003,1,2,1,1,1,8,24,32,6,144,11,105,572,727,1
252,253,0,8500000,0,6.57613,2004,2,2,1,3,1,10,94,104,5,203,42,78,2078,2323,1
2583,2584,0,0,0,7.538821,2004,8,2,3,2,1,8,4,12,8,149,28,141,97,274,1
1964,1965,0,0,4,0.35233000000000003,2002,5,2,2,2,1,15,2,17,1,415,26,9,49,490,0
1288,1289,1,1700000,0,11.644764,1973,6,2,1,2,1,17,10,27,3,335,19,54,220,574,1
744,745,1,12000000,0,15.297120999999999,1982,12,5,1,1,1,55,15,70,5,1226,0,120,213,1439,1
1206,1207,0,0,5,5.257142,2005,11,1,2,2,1,16,5,21,3,449,27,26,94,570,0
2419,2420,0,55000000,0,6.709803,1996,12,3,2,2,2,12,9,21,8,233,12,191,202,447,1
1391,1392,0,0,6,12.507625,2012,10,1,2,2,2,9,11,20,0,206,39,0,280,525,1
2333,2334,1,9500000,0,10.359669,1967,6,3,1,1,3,16,11,27,29,264,12,431,228,504,1
990,991,0,0,0,7.594022,2003,9,3,1,4,1,6,12,18,9,156,56,157,242,454,1
839,840,0,4000000,0,5.296777,1988,4,2,1,1,1,13,21,34,0,289,13,0,445,747,1
1149,1150,0,300000,0,7.906219999999999,2012,7,2,1,4,2,36,12,48,0,851,77,0,250,1178,1
1221,1222,0,0,0,5.634675,1978,9,3,1,1,1,11,16,27,20,229,7,405,352,588,1
1743,1744,0,48000000,0,7.198455,1993,5,4,2,5,1,10,11,21,7,200,76,114,226,502,1
2400,2401,0,0,0,9.916094000000001,2000,1,3,1,1,1,10,2,12,1,162,5,9,51,218,1
461,462,0,22000000,0,9.627676,2007,9,2,1,3,1,15,9,24,7,351,35,133,199,585,1
1309,1310,0,61000000,0,154.80100900000002,2014,10,3,1,6,1,72,82,154,10,1816,80,206,1872,3768,1
1435,1436,0,22500000,0,9.615664,2014,12,2,2,2,4,24,111,135,8,535,24,170,3073,3632,1
157,158,0,0,0,0.56257,1994,1,3,1,1,1,18,42,60,7,495,16,137,1277,1788,1
1911,1912,0,0,0,0.077653,2011,4,2,2,0,1,0,2,2,0,0,0,0,36,36,0
2359,2360,0,0,0,0.765825,1986,8,1,1,2,1,9,13,22,3,140,15,38,252,407,1
677,678,0,25000000,0,3.643468,1998,9,1,1,2,1,12,4,16,4,241,20,51,61,322,1
2848,2849,0,40000000,0,6.447072,2014,6,2,1,1,1,71,27,98,2,2015,10,26,585,2610,1
1872,1873,0,17000000,0,6.8151470000000005,1988,2,2,1,1,1,20,15,35,9,406,5,118,290,701,1
238,239,0,22000000,0,11.945397,1990,7,5,1,1,1,14,61,75,7,184,0,103,1339,1523,1
2917,2918,0,0,0,16.179384,1988,12,2,1,3,1,17,10,27,7,415,37,145,210,662,1
1091,1092,0,5000000,0,1.9628729999999999,2014,2,2,1,0,1,10,5,15,0,220,0,0,85,305,1
2870,2871,0,60000000,0,13.995044,2003,5,2,2,2,3,22,115,137,28,474,23,453,3087,3584,1
100,101,0,7000000,0,7.958502,1990,1,5,1,4,1,14,47,61,8,298,69,134,1211,1578,1
315,316,0,55000000,0,11.672394,2008,1,3,1,3,1,74,32,106,15,1810,30,252,673,2513,1
1023,1024,0,0,0,7.587797,1983,5,4,1,3,1,18,22,40,11,301,24,203,410,735,1
2746,2747,0,40000000,0,12.725342999999999,1996,8,3,1,1,1,17,15,32,8,365,0,127,289,654,1
767,768,0,20000000,0,16.205105,2007,8,1,1,2,1,54,16,70,4,1216,2,60,293,1511,1
1344,1345,0,0,0,0.53204,1997,10,2,0,0,1,11,2,13,0,238,0,0,56,294,1
261,262,0,50000000,0,11.511424,2006,4,1,3,6,1,23,7,30,10,526,88,170,123,737,1
1451,1452,0,22000000,0,10.77166,2007,7,4,2,2,1,23,29,52,17,424,19,392,563,1006,1
2834,2835,0,80000000,0,8.524847,2003,12,3,1,3,2,11,7,18,3,220,36,46,181,437,1
195,196,0,0,15,1.1656790000000001,2008,10,1,1,1,1,9,3,12,3,260,16,62,52,328,0
1775,1776,0,5000000,0,14.970485,2013,9,3,5,8,1,36,24,60,5,847,163,95,623,1633,1
2841,2842,1,38000000,0,6.938921000000001,1990,6,5,1,1,2,15,7,22,10,321,0,141,121,442,1
1735,1736,1,63000000,0,8.863776,1993,6,2,1,2,2,27,118,145,12,591,8,192,3104,3703,1
179,180,1,32000000,0,11.137888,1989,7,3,2,1,2,24,19,43,12,443,12,181,417,872,1
