,id,belongs_to_collection_True,budget,language_enc,popularity,status_Released,year,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,count_genre,count_country,count_company,count_splang,count_cast,count_crew,count_staff,count_keyword,castWt,prodcoWt,keywordWt,crewWt,teamWt,inEnglish,revenue
1626,1627,0,0,0,4.494016,1,2012,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,9,3,12,2,158,61,59,56,275,1,540152
1627,1628,0,0,0,2.738,1,1983,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,1,8,4,12,9,146,44,153,75,265,1,28400000
1628,1629,1,1800000,0,6.694959,1,1971,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,2,20,33,53,11,431,46,165,694,1171,1,41158757
1629,1630,0,0,0,0.26912600000000003,1,1999,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,7,2,9,1,161,0,12,45,206,1,170832
1630,1631,1,260000000,0,39.186819,1,2017,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,4,1,110,51,161,2,2900,44,23,1173,4117,1,604942143
1631,1632,0,15000000,0,9.895652,1,2008,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,24,25,49,6,512,93,134,536,1141,1,34533783
1632,1633,1,3000000,12,1.412333,1,2010,12,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,5,2,7,0,86,0,0,41,127,0,19010585
1633,1634,1,30000000,14,7.554848,1,1999,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,2,7,2,8,11,19,6,202,97,89,229,528,1,133949270
1634,1635,1,7000000,0,11.789813,1,1979,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,14,18,32,14,229,0,221,338,567,1,200182160
1635,1636,0,30000000,0,4.655727,1,1993,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,1,1,11,30,41,8,168,5,135,643,816,1,13273595
1636,1637,0,0,0,4.1132599999999995,1,2012,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,1,3,1,10,2,12,2,242,45,19,34,321,1,1697294
1637,1638,0,25000000,0,6.851628,1,1999,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,1,25,13,38,9,518,42,233,191,751,1,4152230
1638,1639,1,0,14,8.271179,1,2008,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,5,1,1,1,5,3,8,1,122,10,12,71,203,0,30231200
1639,1640,1,17000000,0,5.772293,1,1989,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,31,48,79,11,760,11,214,1318,2089,1,78247647
1640,1641,0,4600000,1,4.342418,1,2013,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,15,21,36,14,368,8,257,633,1009,0,25000000
1641,1642,0,4500000,0,7.522655,1,1986,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,2,1,9,37,46,3,182,17,33,907,1106,1,1261000
1642,1643,1,110000000,0,17.159576,1,1997,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,5,34,20,54,17,697,12,274,379,1088,1,333011068
1643,1644,1,61000000,0,41.225769,1,2015,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,37,99,136,19,950,38,400,2643,3631,1,311256926
1644,1645,0,1000000,0,7.666558,1,2011,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,16,3,19,2,396,87,26,56,539,1,34522221
1645,1646,0,0,0,4.13905,1,1996,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,12,17,29,9,220,27,179,354,601,1,3692836
1646,1647,0,20000000,0,17.136672,1,1993,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,17,75,92,10,307,21,165,1773,2101,1,35739755
1647,1648,0,15000000,0,15.388875,1,2011,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,6,1,25,73,98,14,492,95,293,1738,2325,1,78054825
1648,1649,0,500000,0,0.321515,1,1997,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37,1,38,1,782,0,9,18,800,0,10300
1649,1650,0,7000000,0,7.738924000000001,1,2005,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,14,24,38,11,284,67,163,520,871,1,2697930
1650,1651,0,1400000,0,12.063080000000001,1,1950,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,21,25,46,21,356,0,389,473,829,1,63463
1651,1652,1,0,11,9.206356,1,1996,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,4,1,5,17,11,28,3,474,7,41,176,657,1,21890845
1652,1653,0,5000000,0,1.5647739999999999,1,1998,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,6,2,8,4,103,27,68,58,188,1,4710749
1653,1654,0,20000000,0,9.502332000000001,1,2004,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4,1,14,10,24,3,284,55,30,171,510,1,11341016
1654,1655,0,0,2,1.322781,1,2012,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,2,7,0,110,31,0,50,191,0,1261947
1655,1656,0,22000000,0,13.966833,1,1977,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,4,14,9,23,13,301,21,251,178,500,1,12000000
1656,1657,0,18000000,1,4.19356,1,2013,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,2,11,17,28,10,281,14,188,471,766,0,62000000
1657,1658,0,12500000,0,9.543004,1,2014,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,12,5,17,1,270,40,23,86,396,1,49002684
1658,1659,0,0,0,1.7739630000000002,1,2007,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,8,2,10,3,177,9,45,56,242,1,83398
1659,1660,0,20000000,0,1.057387,1,1982,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,2,27,15,42,13,677,6,267,302,985,1,8178569
1660,1661,0,4000000,0,12.410427,1,1959,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,1,90,35,125,10,1980,5,127,767,2752,1,13275000
1661,1662,0,14000000,4,5.355452,1,1981,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,16,14,30,10,327,0,230,255,582,1,35856053
1662,1663,1,360000,0,1.345165,1,1967,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,11,2,13,4,243,51,65,43,337,1,36000000
1663,1664,0,25000000,0,10.932786,1,1985,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,17,11,28,1,335,24,15,221,580,1,15502112
1664,1665,0,48000000,0,8.781588000000001,1,2000,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,3,3,11,19,30,6,205,42,113,338,585,1,90383208
1665,1666,0,16400000,0,19.905716,1,1989,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,15,11,26,8,276,26,109,156,458,1,235860116
1666,1667,0,18000000,0,11.720358000000001,1,1994,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,68,52,120,23,1380,10,438,1182,2572,1,5887457
1667,1668,0,0,0,8.513889,1,1949,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,3,20,10,30,21,409,39,374,191,639,1,596349
1668,1669,0,700000,0,9.47666,1,1994,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,11,51,8,188,54,113,1,7830611
1669,1670,0,2000000,8,8.367858,1,2012,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,4,2,15,9,24,4,431,60,57,208,699,1,58510
1670,1671,0,20000000,0,11.11946,1,2010,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,2,4,1,24,21,45,9,593,58,158,479,1130,1,24145613
1671,1672,0,15000000,0,12.860385,1,1996,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4,1,1,1,15,7,22,14,261,0,250,135,396,1,24769466
1672,1673,0,10000000,0,7.676017,1,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,1,13,22,35,10,307,68,182,542,917,1,66821036
1673,1674,1,185000000,0,123.167259,1,2008,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,5,2,134,81,215,19,3283,102,338,1742,5127,1,1004558444
1674,1675,0,28000000,0,5.715737,1,2001,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,19,27,46,6,442,28,100,596,1066,1,77516304
1675,1676,0,20000000,0,9.059459,1,1989,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,10,26,36,11,172,43,142,557,772,1,7237794
1676,1677,0,1900000,19,1.075939,1,2000,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,4,3,7,1,71,50,2,70,191,0,2070806
1677,1678,0,25000000,0,8.383246,1,2015,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,2,26,26,52,6,558,66,107,645,1269,1,24902723
1678,1679,0,8500000,0,10.990614,1,2014,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,4,7,1,13,47,60,3,273,139,41,1234,1646,1,770706
1679,1680,1,60000,0,14.838385999999998,1,1999,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,1,10,28,38,13,193,30,248,701,924,1,248000000
1680,1681,0,180000,15,7.523517,1,1997,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,2,5,3,78,11,51,38,127,0,900000
1681,1682,0,16000000,0,3.859495,1,1995,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,10,10,20,5,199,0,69,202,401,1,81452156
1682,1683,0,11000000,0,7.715908,1,2001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,12,2,14,15,243,0,268,50,293,1,13276953
1683,1684,0,0,0,0.000308,1,1985,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,12,2,14,0,259,17,0,44,320,1,1878561
1684,1685,0,2153912,12,0.334881,1,2014,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,6,7,13,3,120,7,41,132,259,0,4864560
1685,1686,0,60000000,0,11.131917,1,1997,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,9,2,50,92,142,3,1092,140,29,2403,3635,1,159330280
1686,1687,0,3000000,0,6.09018,1,1948,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,15,9,24,8,224,16,175,139,379,1,9012000
1687,1688,0,0,0,1.437622,1,1993,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,14,18,7,62,45,116,371,478,1,1718328
1688,1689,0,41000000,0,12.929653,1,2009,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,46,82,128,3,1070,43,45,2091,3204,1,91636986
1689,1690,0,0,4,0.326486,1,1972,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,14,11,25,4,296,16,45,179,491,0,457163
1690,1691,0,0,0,10.001517,1,2014,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,9,14,5,97,14,119,245,356,0,5240
1691,1692,0,7000000,0,12.61469,1,1996,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,17,12,29,13,297,21,220,141,459,1,60611975
1692,1693,0,20000000,0,0.69162,1,1981,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,15,1,16,0,289,0,0,18,307,1,2297493
1693,1694,0,5000000,0,5.147819,1,1996,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,1,16,14,30,5,300,37,110,261,598,1,42000000
1694,1695,0,521873,1,1.6687939999999999,1,2016,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,13,23,36,4,420,7,58,547,974,0,1013926
1695,1696,0,34000000,0,228.032744,1,2017,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,56,183,239,9,1363,63,162,4660,6086,1,224511319
1696,1697,0,0,4,6.5864009999999995,1,1990,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,3,52,14,66,4,1525,27,56,227,1779,1,5000000
1697,1698,0,0,0,5.8603190000000005,1,1992,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,3,1,12,6,18,4,244,45,48,122,411,1,21621000
1698,1699,0,50000000,0,10.563152,1,2011,12,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,15,3,18,1,327,49,8,51,427,1,120081841
1699,1700,0,20000000,0,18.006895999999998,1,2007,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,4,2,15,18,33,2,321,33,24,389,743,1,117760134
1700,1701,0,0,0,9.968395,1,1992,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,7,12,19,4,81,0,51,201,282,1,7286388
1701,1702,0,0,4,1.7846819999999999,1,2013,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,4,11,0,187,20,0,89,296,0,7424
1702,1703,0,0,0,2.0833180000000002,1,1988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,8,18,26,0,201,61,0,395,657,1,64227
1703,1704,1,3837625,0,0.7496649999999999,1,2010,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,13,4,17,2,289,29,17,87,405,1,3867000
1704,1705,0,42000000,0,10.174298,1,2011,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,3,1,22,46,68,9,492,43,172,1176,1711,1,89162162
1705,1706,0,0,0,1.2106270000000001,1,1985,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,8,7,15,3,130,34,59,145,309,1,7218340
1706,1707,0,0,0,10.847383,1,1959,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,43,20,63,12,889,10,225,396,1295,1,5800000
1707,1708,0,20000000,0,4.444724,1,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,16,11,27,11,312,17,201,240,569,1,17432163
1708,1709,0,120000000,0,5.458387,1,2010,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,1,16,19,35,4,321,21,63,446,788,1,48668907
1709,1710,0,45000000,0,9.875573,1,2005,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,20,27,47,5,377,0,73,601,978,1,56070433
1710,1711,0,15000000,0,7.390012,1,1986,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,2,41,16,57,6,908,21,128,273,1202,1,42724017
1711,1712,0,1000000,0,6.107378,1,2014,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,11,15,6,72,9,135,275,356,1,9318
1712,1713,0,50000000,0,6.572049000000001,1,2005,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,1,14,11,25,6,252,20,73,219,491,1,8342132
1713,1714,0,0,0,11.485472999999999,1,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,44,78,122,3,1027,16,38,2052,3095,1,101191884
1714,1715,0,5000000,0,1.629796,1,1982,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,4,9,3,83,0,41,80,163,1,2091037
1715,1716,1,152000000,0,146.161786,1,2017,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,1,20,9,29,4,453,7,70,171,631,1,369907963
1716,1717,0,0,8,5.435993,1,2009,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,2,7,11,18,9,169,0,143,253,422,0,5101756
1717,1718,1,120000000,0,10.246549,1,2014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,1,16,27,43,7,310,29,132,574,913,1,242688965
1718,1719,0,3347850,5,2.906503,1,2011,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,80,35,115,2,1842,28,25,987,2857,0,1248748
1719,1720,0,4437508,1,3.7790769999999996,1,2012,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,4,7,11,1,81,5,10,179,265,0,2804874
1720,1721,1,0,0,5.773276999999999,1,1985,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,41,38,79,20,858,39,399,892,1789,1,85313124
1721,1722,0,94000000,0,5.310558,1,2001,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,17,9,26,5,339,40,82,228,607,1,54744738
1722,1723,1,40000000,0,9.832342,1,2011,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,1,17,21,38,14,419,61,230,499,979,1,51070807
1723,1724,0,120000000,0,17.246484,1,2015,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,7,1,28,119,147,11,641,122,223,3196,3959,1,167977596
1724,1725,0,0,0,9.590695,1,1974,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,6,20,9,29,6,352,27,76,192,571,1,27634716
1725,1726,1,45000000,0,7.2880460000000005,1,2003,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,31,8,39,5,698,40,73,144,882,1,124914842
1726,1727,0,14000000,0,6.892056,1,1991,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,3,17,2,19,2,345,58,15,53,456,1,39673161
1727,1728,0,8000000,0,11.23915,1,2009,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,8,33,10,498,0,195,126,624,1,10848783
1728,1729,0,10000000,0,6.452069,1,2011,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,1,13,22,35,15,319,67,268,499,885,1,3665069
1729,1730,0,5200000,1,1.8911380000000002,1,1998,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3,21,18,39,11,500,36,241,462,998,0,13000000
1730,1731,0,4000000,8,10.067238,1,2017,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,2,4,1,10,4,14,5,268,70,94,96,434,0,1440000
1731,1732,0,3900000,10,0.5620970000000001,1,2000,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,23,18,41,9,556,14,156,474,1044,0,4900000
1732,1733,1,5500000,1,1.250293,1,2013,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,10,1,11,0,240,17,0,13,270,0,47000000
1733,1734,0,25000000,4,6.710597999999999,1,2010,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,3,1,38,8,46,9,932,48,187,133,1113,0,34100000
1734,1735,1,40000000,0,13.043999000000001,1,1990,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,3,1,54,24,78,20,1048,24,328,340,1412,1,244527583
1735,1736,1,63000000,0,8.863776,1,1993,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,27,118,145,12,591,8,192,3104,3703,1,920100000
1736,1737,1,5000000,0,5.957998,1,2016,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,9,19,1,218,26,14,231,475,1,23507567
1737,1738,0,2000000,0,2.812182,1,2004,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,11,10,21,9,260,0,148,204,464,1,120620
1738,1739,0,0,0,9.64078,1,1992,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,14,20,4,89,1,54,279,369,1,46434570
1739,1740,0,38000000,0,6.456233,1,1997,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,24,9,33,5,503,0,67,121,624,1,122417389
1740,1741,0,0,0,5.6696599999999995,1,1979,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,9,17,26,2,184,50,29,397,631,1,26079312
1741,1742,0,15000000,0,1.158196,1,2001,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,2,1,1,13,33,46,17,314,3,280,761,1078,1,163169
1742,1743,1,30000000,0,9.128905,1,1997,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2,16,25,41,14,308,15,272,452,775,1,25480490
1743,1744,0,48000000,0,7.198455,1,1993,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,5,1,10,11,21,7,200,76,114,226,502,1,20915465
1744,1745,0,50000000,0,17.887943,1,2014,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,16,39,55,3,351,66,39,860,1277,1,83719388
1745,1746,1,6400000,0,19.293561999999998,1,1984,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,5,1,33,54,87,12,633,70,193,1286,1989,1,78371200
1746,1747,0,750000,0,1.5000129999999998,1,2005,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,5,9,0,82,0,0,137,219,1,4000000
1747,1748,0,9000000,0,9.202416,1,2011,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,3,1,19,12,31,3,400,41,50,261,702,1,18663238
1748,1749,0,0,0,2.033354,1,2008,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,15,9,24,0,321,68,0,240,629,1,666045
1749,1750,0,5000000,4,4.2066550000000005,1,2015,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,9,8,17,1,182,34,20,153,369,0,26144
1750,1751,0,1000000,7,2.709403,1,1993,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,8,11,19,11,145,27,145,166,338,1,6933459
1751,1752,0,17820000,4,9.482248,1,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,6,14,0,143,15,0,121,279,0,14054361
1752,1753,0,50000000,0,12.508517999999999,1,1994,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,8,8,16,3,125,0,65,144,269,1,16671505
1753,1754,0,0,29,1.8128990000000003,1,2010,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,6,2,6,10,16,3,123,88,52,257,468,0,20666
1754,1755,0,2,0,2.466066,1,1995,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,3,2,13,6,19,5,314,78,97,157,549,1,1
1755,1756,0,14000000,0,0.964715,1,2007,8,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,7,2,3,2,5,3,8,2,116,67,42,54,237,1,9216
1756,1757,0,0,11,1.528202,1,2016,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,9,7,16,5,237,44,97,205,486,0,88658655
1757,1758,0,1300000,30,0.044561,1,2006,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,2,10,2,143,0,30,29,172,1,639000
1758,1759,0,0,0,3.3672760000000004,1,1995,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,21,4,25,1,447,30,7,74,551,1,718490
1759,1760,1,130000000,0,14.89499,1,2012,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,2,31,102,133,18,685,79,389,2540,3304,1,276572938
1760,1761,0,290000,0,0.140491,1,1928,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,10,9,19,14,176,5,288,190,371,0,596000
1761,1762,1,190000000,0,27.275686999999998,1,2015,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,52,98,150,7,1279,195,141,2388,3862,1,1506249360
1762,1763,0,2600000,0,13.233262,1,1974,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,25,12,37,22,497,33,441,247,777,1,119500000
1763,1764,0,250000,0,8.168455999999999,1,1921,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,35,12,47,14,821,18,282,277,1116,0,2500000
1764,1765,0,3000000,0,8.851646,1,1957,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,3,15,11,26,8,270,15,116,157,442,1,27200000
1765,1766,0,0,0,4.290624,1,2009,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,21,9,30,9,516,68,148,147,731,1,14631377
1766,1767,0,0,1,0.371679,1,2001,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,7,6,13,5,151,11,89,134,296,0,1486992
1767,1768,0,0,0,2.345336,1,1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,9,1,10,3,170,0,70,11,181,1,8533973
